year,cable_id,ocean_route,operator_type,rfs_year,age_years,fiber_pairs,length_km,n_landing_countries,chokepoint,design_capacity_tbps,lit_capacity_tbps,utilization_pct,protected_burial,design_life_years,route_redundancy,is_low_redundancy,vulnerability_index,fault_cause,fault_this_year,fault_next_year
2018,CAB0283,Intra-Pacific-Islands,carrier,2009,9,15,3633.0,6,None,355.7,278.0,38.2,1,25,30,1,34.1,none,0,0.0
2019,CAB0283,Intra-Pacific-Islands,carrier,2009,10,15,3633.0,6,None,355.7,300.9,43.0,1,25,35,1,35.7,none,0,0.0
2020,CAB0283,Intra-Pacific-Islands,carrier,2009,11,15,3633.0,6,None,355.7,307.3,60.1,1,25,40,0,17.5,none,0,0.0
2021,CAB0283,Intra-Pacific-Islands,carrier,2009,12,15,3633.0,6,None,355.7,345.1,45.4,1,25,41,0,19.0,none,0,0.0
2022,CAB0283,Intra-Pacific-Islands,carrier,2009,13,15,3633.0,6,None,355.7,355.7,47.3,1,25,43,0,20.6,none,0,0.0
2023,CAB0283,Intra-Pacific-Islands,carrier,2009,14,15,3633.0,6,None,355.7,355.7,41.5,1,25,45,0,22.2,none,0,0.0
2024,CAB0283,Intra-Pacific-Islands,carrier,2009,15,15,3633.0,6,None,355.7,355.7,56.5,1,25,48,0,23.8,none,0,0.0
2025,CAB0283,Intra-Pacific-Islands,carrier,2009,16,15,3633.0,6,None,355.7,355.7,100.0,1,25,50,0,25.4,none,0,0.0
2026,CAB0283,Intra-Pacific-Islands,carrier,2009,17,15,3633.0,6,None,355.7,355.7,100.0,1,25,51,0,27.0,none,0,
2025,CAB0284,Indian-Ocean,consortium,2025,0,48,11564.0,2,None,2235.4,616.8,28.0,1,25,44,0,11.9,none,0,1.0
2026,CAB0284,Indian-Ocean,consortium,2025,1,48,11564.0,2,None,2235.4,545.3,30.0,1,25,43,0,13.5,fishing_anchor,1,
2025,CAB0285,Africa-Coastal,consortium,2025,0,25,7709.0,5,None,1164.3,220.3,30.9,1,25,52,0,0.0,none,0,0.0
2026,CAB0285,Africa-Coastal,consortium,2025,1,25,7709.0,5,None,1164.3,298.1,34.7,1,25,53,0,1.6,none,0,
2026,CAB0286,Africa-Coastal,hyperscaler,2026,0,25,13581.0,3,None,1200.0,314.3,34.4,1,25,53,0,0.0,none,0,
2015,CAB0287,Trans-Pacific,consortium,2007,8,14,12004.0,3,None,292.0,234.0,39.1,1,25,35,1,32.5,natural_hazard,1,1.0
2016,CAB0287,Trans-Pacific,consortium,2007,9,14,12004.0,3,None,292.0,220.5,32.4,1,25,37,1,34.1,fishing_anchor,1,0.0
2017,CAB0287,Trans-Pacific,consortium,2007,10,14,12004.0,3,None,292.0,289.6,40.5,1,25,38,1,35.7,none,0,0.0
2018,CAB0287,Trans-Pacific,consortium,2007,11,14,12004.0,3,None,292.0,274.3,76.2,1,25,39,1,37.3,none,0,0.0
2019,CAB0287,Trans-Pacific,consortium,2007,12,14,12004.0,3,None,292.0,291.4,49.7,1,25,41,0,19.0,none,0,0.0
2020,CAB0287,Trans-Pacific,consortium,2007,13,14,12004.0,3,None,292.0,288.8,42.4,1,25,42,0,20.6,none,0,0.0
2021,CAB0287,Trans-Pacific,consortium,2007,14,14,12004.0,3,None,292.0,292.0,68.0,1,25,43,0,22.2,none,0,0.0
2022,CAB0287,Trans-Pacific,consortium,2007,15,14,12004.0,3,None,292.0,292.0,53.6,1,25,45,0,23.8,none,0,0.0
2023,CAB0287,Trans-Pacific,consortium,2007,16,14,12004.0,3,None,292.0,292.0,53.0,1,25,47,0,25.4,none,0,0.0
2024,CAB0287,Trans-Pacific,consortium,2007,17,14,12004.0,3,None,292.0,292.0,89.7,1,25,49,0,27.0,none,0,0.0
2025,CAB0287,Trans-Pacific,consortium,2007,18,14,12004.0,3,None,292.0,292.0,76.4,1,25,50,0,28.6,none,0,0.0
2026,CAB0287,Trans-Pacific,consortium,2007,19,14,12004.0,3,None,292.0,292.0,66.4,1,25,48,0,30.2,none,0,
2026,CAB0288,Intra-Europe,government,2026,0,19,2284.0,3,None,912.0,215.2,73.6,1,25,60,0,0.0,none,0,
2015,CAB0289,Intra-Pacific-Islands,hyperscaler,2012,3,8,1579.0,3,None,224.0,79.1,14.3,0,25,28,1,40.5,none,0,0.0
2016,CAB0289,Intra-Pacific-Islands,hyperscaler,2012,4,8,1579.0,3,None,224.0,104.7,20.6,0,25,29,1,42.1,none,0,0.0
2017,CAB0289,Intra-Pacific-Islands,hyperscaler,2012,5,8,1579.0,3,None,224.0,138.3,21.7,0,25,29,1,43.7,none,0,0.0
2018,CAB0289,Intra-Pacific-Islands,hyperscaler,2012,6,8,1579.0,3,None,224.0,126.0,50.2,0,25,30,1,45.2,none,0,0.0
2019,CAB0289,Intra-Pacific-Islands,hyperscaler,2012,7,8,1579.0,3,None,224.0,146.0,45.0,0,25,35,1,46.8,none,0,0.0
2020,CAB0289,Intra-Pacific-Islands,hyperscaler,2012,8,8,1579.0,3,None,224.0,166.4,36.7,0,25,40,0,28.6,none,0,0.0
2021,CAB0289,Intra-Pacific-Islands,hyperscaler,2012,9,8,1579.0,3,None,224.0,177.8,33.7,0,25,41,0,30.2,none,0,0.0
2022,CAB0289,Intra-Pacific-Islands,hyperscaler,2012,10,8,1579.0,3,None,224.0,195.0,46.5,0,25,43,0,31.7,none,0,1.0
2023,CAB0289,Intra-Pacific-Islands,hyperscaler,2012,11,8,1579.0,3,None,224.0,224.0,43.0,0,25,45,0,33.3,fishing_anchor,1,0.0
2024,CAB0289,Intra-Pacific-Islands,hyperscaler,2012,12,8,1579.0,3,None,224.0,224.0,33.7,0,25,48,0,34.9,none,0,0.0
2025,CAB0289,Intra-Pacific-Islands,hyperscaler,2012,13,8,1579.0,3,None,224.0,224.0,84.4,0,25,50,0,36.5,none,0,0.0
2026,CAB0289,Intra-Pacific-Islands,hyperscaler,2012,14,8,1579.0,3,None,224.0,224.0,94.8,0,25,51,0,38.1,none,0,
2020,CAB0290,Africa-Coastal,carrier,2020,0,11,5740.0,6,None,433.7,119.7,13.3,0,25,43,0,15.9,none,0,0.0
2021,CAB0290,Africa-Coastal,carrier,2020,1,11,5740.0,6,None,433.7,150.0,43.6,0,25,44,0,17.5,none,0,0.0
2022,CAB0290,Africa-Coastal,carrier,2020,2,11,5740.0,6,None,433.7,167.9,43.1,0,25,45,0,19.0,none,0,0.0
2023,CAB0290,Africa-Coastal,carrier,2020,3,11,5740.0,6,None,433.7,183.9,35.9,0,25,47,0,20.6,none,0,0.0
2024,CAB0290,Africa-Coastal,carrier,2020,4,11,5740.0,6,None,433.7,216.6,10.6,0,25,49,0,22.2,none,0,0.0
2025,CAB0290,Africa-Coastal,carrier,2020,5,11,5740.0,6,None,433.7,250.6,46.5,0,25,52,0,23.8,none,0,0.0
2026,CAB0290,Africa-Coastal,carrier,2020,6,11,5740.0,6,None,433.7,251.4,56.0,0,25,53,0,25.4,none,0,
2026,CAB0291,Intra-Europe,hyperscaler,2026,0,6,1689.0,5,None,288.0,90.2,32.6,1,25,60,0,0.0,none,0,
2016,CAB0292,Africa-Coastal,hyperscaler,2016,0,4,3667.0,4,None,134.9,36.9,41.4,1,25,37,1,19.8,none,0,0.0
2017,CAB0292,Africa-Coastal,hyperscaler,2016,1,4,3667.0,4,None,134.9,31.4,45.4,1,25,40,0,1.6,none,0,0.0
2018,CAB0292,Africa-Coastal,hyperscaler,2016,2,4,3667.0,4,None,134.9,46.3,71.1,1,25,40,0,3.2,none,0,0.0
2019,CAB0292,Africa-Coastal,hyperscaler,2016,3,4,3667.0,4,None,134.9,64.2,13.7,1,25,42,0,4.8,none,0,0.0
2020,CAB0292,Africa-Coastal,hyperscaler,2016,4,4,3667.0,4,None,134.9,69.0,52.3,1,25,43,0,6.3,none,0,0.0
2021,CAB0292,Africa-Coastal,hyperscaler,2016,5,4,3667.0,4,None,134.9,71.8,40.7,1,25,44,0,7.9,none,0,0.0
2022,CAB0292,Africa-Coastal,hyperscaler,2016,6,4,3667.0,4,None,134.9,86.5,43.8,1,25,45,0,9.5,none,0,0.0
2023,CAB0292,Africa-Coastal,hyperscaler,2016,7,4,3667.0,4,None,134.9,90.5,54.7,1,25,47,0,11.1,none,0,0.0
2024,CAB0292,Africa-Coastal,hyperscaler,2016,8,4,3667.0,4,None,134.9,98.3,29.7,1,25,49,0,12.7,none,0,0.0
2025,CAB0292,Africa-Coastal,hyperscaler,2016,9,4,3667.0,4,None,134.9,111.0,53.3,1,25,52,0,14.3,none,0,0.0
2026,CAB0292,Africa-Coastal,hyperscaler,2016,10,4,3667.0,4,None,134.9,125.4,72.9,1,25,53,0,15.9,none,0,
2019,CAB0293,Intra-Europe,government,2019,0,48,1013.0,5,None,1824.0,360.1,48.0,1,25,47,0,0.0,none,0,0.0
2020,CAB0293,Intra-Europe,government,2019,1,48,1013.0,5,None,1824.0,584.1,15.9,1,25,49,0,1.6,none,0,0.0
2021,CAB0293,Intra-Europe,government,2019,2,48,1013.0,5,None,1824.0,562.4,24.8,1,25,49,0,3.2,none,0,0.0
2022,CAB0293,Intra-Europe,government,2019,3,48,1013.0,5,None,1824.0,870.2,30.4,1,25,52,0,4.8,none,0,0.0
2023,CAB0293,Intra-Europe,government,2019,4,48,1013.0,5,None,1824.0,774.8,27.1,1,25,53,0,6.3,none,0,0.0
2024,CAB0293,Intra-Europe,government,2019,5,48,1013.0,5,None,1824.0,928.0,40.6,1,25,53,0,7.9,none,0,0.0
2025,CAB0293,Intra-Europe,government,2019,6,48,1013.0,5,None,1824.0,1092.4,69.8,1,25,58,0,9.5,none,0,0.0
2026,CAB0293,Intra-Europe,government,2019,7,48,1013.0,5,None,1824.0,1197.0,24.9,1,25,60,0,11.1,none,0,
2015,CAB0294,EMEA-Asia,hyperscaler,2001,14,5,17896.0,5,Bab-el-Mandeb,61.4,61.4,75.5,0,25,27,1,85.7,fishing_anchor,1,1.0
2016,CAB0294,EMEA-Asia,hyperscaler,2001,15,5,17896.0,5,Bab-el-Mandeb,61.4,61.4,79.4,0,25,29,1,87.3,fishing_anchor,1,1.0
2017,CAB0294,EMEA-Asia,hyperscaler,2001,16,5,17896.0,5,Bab-el-Mandeb,61.4,61.4,74.8,0,25,32,1,88.9,natural_hazard,1,1.0
2018,CAB0294,EMEA-Asia,hyperscaler,2001,17,5,17896.0,5,Bab-el-Mandeb,61.4,61.4,75.4,0,25,34,1,90.5,fishing_anchor,1,1.0
2019,CAB0294,EMEA-Asia,hyperscaler,2001,18,5,17896.0,5,Bab-el-Mandeb,61.4,61.4,81.2,0,25,37,1,92.1,natural_hazard,1,1.0
2020,CAB0294,EMEA-Asia,hyperscaler,2001,19,5,17896.0,5,Bab-el-Mandeb,61.4,61.4,92.7,0,25,40,0,73.8,natural_hazard,1,1.0
2021,CAB0294,EMEA-Asia,hyperscaler,2001,20,5,17896.0,5,Bab-el-Mandeb,61.4,61.4,67.9,0,25,44,0,75.4,fishing_anchor,1,1.0
2022,CAB0294,EMEA-Asia,hyperscaler,2001,21,5,17896.0,5,Bab-el-Mandeb,61.4,61.4,53.5,0,25,45,0,77.0,fishing_anchor,1,1.0
2023,CAB0294,EMEA-Asia,hyperscaler,2001,22,5,17896.0,5,Bab-el-Mandeb,61.4,61.4,100.0,0,25,47,0,78.6,fishing_anchor,1,1.0
2024,CAB0294,EMEA-Asia,hyperscaler,2001,23,5,17896.0,5,Bab-el-Mandeb,61.4,61.4,90.6,0,25,48,0,80.2,fishing_anchor,1,1.0
2025,CAB0294,EMEA-Asia,hyperscaler,2001,24,5,17896.0,5,Bab-el-Mandeb,61.4,61.4,94.4,0,25,47,0,81.7,natural_hazard,1,0.0
2026,CAB0294,EMEA-Asia,hyperscaler,2001,25,5,17896.0,5,Bab-el-Mandeb,61.4,61.4,99.7,0,25,47,0,83.3,none,0,
2015,CAB0295,Trans-Pacific,carrier,2003,12,28,10145.0,8,None,424.0,378.2,99.1,1,25,35,1,38.9,none,0,0.0
2016,CAB0295,Trans-Pacific,carrier,2003,13,28,10145.0,8,None,424.0,424.0,92.2,1,25,37,1,40.5,none,0,0.0
2017,CAB0295,Trans-Pacific,carrier,2003,14,28,10145.0,8,None,424.0,424.0,54.4,1,25,38,1,42.1,none,0,1.0
2018,CAB0295,Trans-Pacific,carrier,2003,15,28,10145.0,8,None,424.0,424.0,78.3,1,25,39,1,43.7,fishing_anchor,1,0.0
2019,CAB0295,Trans-Pacific,carrier,2003,16,28,10145.0,8,None,424.0,424.0,44.9,1,25,41,0,25.4,none,0,0.0
2020,CAB0295,Trans-Pacific,carrier,2003,17,28,10145.0,8,None,424.0,424.0,71.5,1,25,42,0,27.0,none,0,1.0
2021,CAB0295,Trans-Pacific,carrier,2003,18,28,10145.0,8,None,424.0,424.0,56.1,1,25,43,0,28.6,fishing_anchor,1,0.0
2022,CAB0295,Trans-Pacific,carrier,2003,19,28,10145.0,8,None,424.0,424.0,42.9,1,25,45,0,30.2,none,0,0.0
2023,CAB0295,Trans-Pacific,carrier,2003,20,28,10145.0,8,None,424.0,424.0,64.7,1,25,47,0,31.7,none,0,1.0
2024,CAB0295,Trans-Pacific,carrier,2003,21,28,10145.0,8,None,424.0,424.0,95.9,1,25,49,0,33.3,fishing_anchor,1,0.0
2025,CAB0295,Trans-Pacific,carrier,2003,22,28,10145.0,8,None,424.0,424.0,97.6,1,25,50,0,34.9,none,0,0.0
2026,CAB0295,Trans-Pacific,carrier,2003,23,28,10145.0,8,None,424.0,424.0,80.1,1,25,48,0,36.5,none,0,
2015,CAB0296,Indian-Ocean,hyperscaler,2005,10,13,8916.0,7,None,234.0,184.1,56.8,0,25,31,1,51.6,fishing_anchor,1,0.0
2016,CAB0296,Indian-Ocean,hyperscaler,2005,11,13,8916.0,7,None,234.0,214.4,92.2,0,25,33,1,53.2,none,0,0.0
2017,CAB0296,Indian-Ocean,hyperscaler,2005,12,13,8916.0,7,None,234.0,227.0,88.6,0,25,33,1,54.8,none,0,1.0
2018,CAB0296,Indian-Ocean,hyperscaler,2005,13,13,8916.0,7,None,234.0,225.2,66.6,0,25,35,1,56.3,natural_hazard,1,0.0
2019,CAB0296,Indian-Ocean,hyperscaler,2005,14,13,8916.0,7,None,234.0,234.0,42.4,0,25,35,1,57.9,none,0,0.0
2020,CAB0296,Indian-Ocean,hyperscaler,2005,15,13,8916.0,7,None,234.0,234.0,48.1,0,25,36,1,59.5,none,0,0.0
2021,CAB0296,Indian-Ocean,hyperscaler,2005,16,13,8916.0,7,None,234.0,234.0,75.2,0,25,39,1,61.1,none,0,0.0
2022,CAB0296,Indian-Ocean,hyperscaler,2005,17,13,8916.0,7,None,234.0,234.0,100.0,0,25,39,1,62.7,none,0,0.0
2023,CAB0296,Indian-Ocean,hyperscaler,2005,18,13,8916.0,7,None,234.0,234.0,67.8,0,25,40,0,44.4,none,0,0.0
2024,CAB0296,Indian-Ocean,hyperscaler,2005,19,13,8916.0,7,None,234.0,234.0,69.1,0,25,41,0,46.0,none,0,1.0
2025,CAB0296,Indian-Ocean,hyperscaler,2005,20,13,8916.0,7,None,234.0,234.0,62.8,0,25,44,0,47.6,fishing_anchor,1,0.0
2026,CAB0296,Indian-Ocean,hyperscaler,2005,21,13,8916.0,7,None,234.0,234.0,61.1,0,25,43,0,49.2,none,0,
2019,CAB0297,Intra-Europe,consortium,2019,0,10,741.0,6,None,380.0,103.4,25.3,1,25,47,0,0.0,none,0,0.0
2020,CAB0297,Intra-Europe,consortium,2019,1,10,741.0,6,None,380.0,108.1,7.8,1,25,49,0,1.6,none,0,0.0
2021,CAB0297,Intra-Europe,consortium,2019,2,10,741.0,6,None,380.0,126.1,92.0,1,25,49,0,3.2,none,0,0.0
2022,CAB0297,Intra-Europe,consortium,2019,3,10,741.0,6,None,380.0,177.2,61.5,1,25,52,0,4.8,none,0,0.0
2023,CAB0297,Intra-Europe,consortium,2019,4,10,741.0,6,None,380.0,220.9,64.5,1,25,53,0,6.3,none,0,0.0
2024,CAB0297,Intra-Europe,consortium,2019,5,10,741.0,6,None,380.0,232.5,60.6,1,25,53,0,7.9,none,0,0.0
2025,CAB0297,Intra-Europe,consortium,2019,6,10,741.0,6,None,380.0,208.1,64.1,1,25,58,0,9.5,none,0,0.0
2026,CAB0297,Intra-Europe,consortium,2019,7,10,741.0,6,None,380.0,253.8,28.0,1,25,60,0,11.1,none,0,
2015,CAB0298,Africa-Coastal,hyperscaler,2002,13,4,11243.0,5,None,54.9,54.9,61.1,0,25,36,1,56.3,fishing_anchor,1,1.0
2016,CAB0298,Africa-Coastal,hyperscaler,2002,14,4,11243.0,5,None,54.9,54.9,100.0,0,25,37,1,57.9,fishing_anchor,1,0.0
2017,CAB0298,Africa-Coastal,hyperscaler,2002,15,4,11243.0,5,None,54.9,54.9,87.1,0,25,40,0,39.7,none,0,0.0
2018,CAB0298,Africa-Coastal,hyperscaler,2002,16,4,11243.0,5,None,54.9,54.9,80.3,0,25,40,0,41.3,none,0,0.0
2019,CAB0298,Africa-Coastal,hyperscaler,2002,17,4,11243.0,5,None,54.9,54.9,46.2,0,25,42,0,42.9,none,0,0.0
2020,CAB0298,Africa-Coastal,hyperscaler,2002,18,4,11243.0,5,None,54.9,54.9,77.8,0,25,43,0,44.4,none,0,0.0
2021,CAB0298,Africa-Coastal,hyperscaler,2002,19,4,11243.0,5,None,54.9,54.9,70.1,0,25,44,0,46.0,none,0,0.0
2022,CAB0298,Africa-Coastal,hyperscaler,2002,20,4,11243.0,5,None,54.9,54.9,61.3,0,25,45,0,47.6,none,0,0.0
2023,CAB0298,Africa-Coastal,hyperscaler,2002,21,4,11243.0,5,None,54.9,54.9,100.0,0,25,47,0,49.2,none,0,0.0
2024,CAB0298,Africa-Coastal,hyperscaler,2002,22,4,11243.0,5,None,54.9,54.9,93.2,0,25,49,0,50.8,none,0,1.0
2025,CAB0298,Africa-Coastal,hyperscaler,2002,23,4,11243.0,5,None,54.9,54.9,86.8,0,25,52,0,52.4,fishing_anchor,1,0.0
2026,CAB0298,Africa-Coastal,hyperscaler,2002,24,4,11243.0,5,None,54.9,54.9,89.4,0,25,53,0,54.0,none,0,
2017,CAB0299,EMEA-Asia,government,2017,0,10,12414.0,2,None,351.4,76.7,42.0,1,25,32,1,31.7,none,0,0.0
2018,CAB0299,EMEA-Asia,government,2017,1,10,12414.0,2,None,351.4,127.2,15.6,1,25,34,1,33.3,none,0,0.0
2019,CAB0299,EMEA-Asia,government,2017,2,10,12414.0,2,None,351.4,102.4,12.9,1,25,37,1,34.9,none,0,0.0
2020,CAB0299,EMEA-Asia,government,2017,3,10,12414.0,2,None,351.4,155.3,31.9,1,25,40,0,16.7,none,0,1.0
2021,CAB0299,EMEA-Asia,government,2017,4,10,12414.0,2,None,351.4,140.7,80.5,1,25,44,0,18.3,fishing_anchor,1,1.0
2022,CAB0299,EMEA-Asia,government,2017,5,10,12414.0,2,None,351.4,143.5,40.2,1,25,45,0,19.8,fishing_anchor,1,0.0
2023,CAB0299,EMEA-Asia,government,2017,6,10,12414.0,2,None,351.4,215.5,67.7,1,25,47,0,21.4,none,0,0.0
2024,CAB0299,EMEA-Asia,government,2017,7,10,12414.0,2,None,351.4,242.1,54.7,1,25,48,0,23.0,none,0,0.0
2025,CAB0299,EMEA-Asia,government,2017,8,10,12414.0,2,None,351.4,253.2,58.5,1,25,47,0,24.6,none,0,1.0
2026,CAB0299,EMEA-Asia,government,2017,9,10,12414.0,2,None,351.4,265.6,53.0,1,25,47,0,26.2,fishing_anchor,1,
2018,CAB0300,Intra-Europe,consortium,2018,0,5,1637.0,2,None,182.9,43.9,38.4,1,25,45,0,11.9,none,0,0.0
2019,CAB0300,Intra-Europe,consortium,2018,1,5,1637.0,2,None,182.9,66.4,57.1,1,25,47,0,13.5,none,0,0.0
2020,CAB0300,Intra-Europe,consortium,2018,2,5,1637.0,2,None,182.9,70.7,41.6,1,25,49,0,15.1,none,0,0.0
2021,CAB0300,Intra-Europe,consortium,2018,3,5,1637.0,2,None,182.9,73.3,59.5,1,25,49,0,16.7,none,0,0.0
2022,CAB0300,Intra-Europe,consortium,2018,4,5,1637.0,2,None,182.9,91.3,40.3,1,25,52,0,18.3,none,0,0.0
2023,CAB0300,Intra-Europe,consortium,2018,5,5,1637.0,2,None,182.9,109.4,35.4,1,25,53,0,19.8,none,0,0.0
2024,CAB0300,Intra-Europe,consortium,2018,6,5,1637.0,2,None,182.9,109.7,32.0,1,25,53,0,21.4,none,0,0.0
2025,CAB0300,Intra-Europe,consortium,2018,7,5,1637.0,2,None,182.9,122.7,49.6,1,25,58,0,23.0,none,0,0.0
2026,CAB0300,Intra-Europe,consortium,2018,8,5,1637.0,2,None,182.9,116.9,72.6,1,25,60,0,24.6,none,0,
2015,CAB0301,Intra-Europe,consortium,2001,14,4,309.0,6,None,49.1,49.1,74.4,0,25,41,0,38.1,none,0,1.0
2016,CAB0301,Intra-Europe,consortium,2001,15,4,309.0,6,None,49.1,49.1,69.3,0,25,42,0,39.7,fishing_anchor,1,0.0
2017,CAB0301,Intra-Europe,consortium,2001,16,4,309.0,6,None,49.1,49.1,51.6,0,25,44,0,41.3,none,0,0.0
2018,CAB0301,Intra-Europe,consortium,2001,17,4,309.0,6,None,49.1,49.1,74.3,0,25,45,0,42.9,none,0,0.0
2019,CAB0301,Intra-Europe,consortium,2001,18,4,309.0,6,None,49.1,49.1,76.0,0,25,47,0,44.4,none,0,0.0
2020,CAB0301,Intra-Europe,consortium,2001,19,4,309.0,6,None,49.1,49.1,77.6,0,25,49,0,46.0,none,0,0.0
2021,CAB0301,Intra-Europe,consortium,2001,20,4,309.0,6,None,49.1,49.1,70.7,0,25,49,0,47.6,none,0,0.0
2022,CAB0301,Intra-Europe,consortium,2001,21,4,309.0,6,None,49.1,49.1,100.0,0,25,52,0,49.2,none,0,1.0
2023,CAB0301,Intra-Europe,consortium,2001,22,4,309.0,6,None,49.1,49.1,99.0,0,25,53,0,50.8,fishing_anchor,1,0.0
2024,CAB0301,Intra-Europe,consortium,2001,23,4,309.0,6,None,49.1,49.1,82.8,0,25,53,0,52.4,none,0,0.0
2025,CAB0301,Intra-Europe,consortium,2001,24,4,309.0,6,None,49.1,49.1,100.0,0,25,58,0,54.0,none,0,0.0
2026,CAB0301,Intra-Europe,consortium,2001,25,4,309.0,6,None,49.1,49.1,94.9,0,25,60,0,55.6,none,0,
2015,CAB0302,Intra-Asia,carrier,2000,15,16,4495.0,6,None,173.7,173.7,100.0,1,25,53,0,23.8,fishing_anchor,1,1.0
2016,CAB0302,Intra-Asia,carrier,2000,16,16,4495.0,6,None,173.7,173.7,69.5,1,25,59,0,25.4,fishing_anchor,1,0.0
2017,CAB0302,Intra-Asia,carrier,2000,17,16,4495.0,6,None,173.7,173.7,96.6,1,25,60,0,27.0,none,0,1.0
2018,CAB0302,Intra-Asia,carrier,2000,18,16,4495.0,6,None,173.7,173.7,68.0,1,25,62,0,28.6,fishing_anchor,1,0.0
2019,CAB0302,Intra-Asia,carrier,2000,19,16,4495.0,6,None,173.7,173.7,52.1,1,25,64,0,30.2,none,0,0.0
2020,CAB0302,Intra-Asia,carrier,2000,20,16,4495.0,6,None,173.7,173.7,67.2,1,25,66,0,31.7,none,0,0.0
2021,CAB0302,Intra-Asia,carrier,2000,21,16,4495.0,6,None,173.7,173.7,87.3,1,25,69,0,33.3,none,0,1.0
2022,CAB0302,Intra-Asia,carrier,2000,22,16,4495.0,6,None,173.7,173.7,98.0,1,25,70,0,34.9,fishing_anchor,1,0.0
2023,CAB0302,Intra-Asia,carrier,2000,23,16,4495.0,6,None,173.7,173.7,100.0,1,25,70,0,36.5,none,0,0.0
2024,CAB0302,Intra-Asia,carrier,2000,24,16,4495.0,6,None,173.7,173.7,80.9,1,25,75,0,38.1,none,0,0.0
2025,CAB0302,Intra-Asia,carrier,2000,25,16,4495.0,6,None,173.7,173.7,100.0,1,25,77,0,39.7,none,0,0.0
2026,CAB0302,Intra-Asia,carrier,2000,26,16,4495.0,6,None,173.7,173.7,75.2,1,25,77,0,41.3,none,0,
2024,CAB0303,Trans-Pacific,carrier,2024,0,18,13579.0,5,None,812.6,163.6,41.5,0,25,49,0,15.9,none,0,1.0
2025,CAB0303,Trans-Pacific,carrier,2024,1,18,13579.0,5,None,812.6,260.7,45.5,0,25,50,0,17.5,equipment,1,0.0
2026,CAB0303,Trans-Pacific,carrier,2024,2,18,13579.0,5,None,812.6,261.4,51.4,0,25,48,0,19.0,none,0,
2023,CAB0304,Trans-Atlantic,hyperscaler,2023,0,23,7457.0,4,None,1005.4,248.6,18.9,0,25,54,0,15.9,none,0,0.0
2024,CAB0304,Trans-Atlantic,hyperscaler,2023,1,23,7457.0,4,None,1005.4,328.0,56.2,0,25,58,0,17.5,none,0,0.0
2025,CAB0304,Trans-Atlantic,hyperscaler,2023,2,23,7457.0,4,None,1005.4,431.8,61.3,0,25,62,0,19.0,none,0,0.0
2026,CAB0304,Trans-Atlantic,hyperscaler,2023,3,23,7457.0,4,None,1005.4,370.9,23.9,0,25,63,0,20.6,none,0,
2015,CAB0305,Africa-Coastal,consortium,2010,5,12,5931.0,9,None,301.7,166.0,27.4,0,25,36,1,43.7,fishing_anchor,1,0.0
2016,CAB0305,Africa-Coastal,consortium,2010,6,12,5931.0,9,None,301.7,193.9,86.8,0,25,37,1,45.2,none,0,0.0
2017,CAB0305,Africa-Coastal,consortium,2010,7,12,5931.0,9,None,301.7,221.8,31.4,0,25,40,0,27.0,none,0,0.0
2018,CAB0305,Africa-Coastal,consortium,2010,8,12,5931.0,9,None,301.7,219.2,31.9,0,25,40,0,28.6,none,0,0.0
2019,CAB0305,Africa-Coastal,consortium,2010,9,12,5931.0,9,None,301.7,248.8,40.2,0,25,42,0,30.2,none,0,1.0
2020,CAB0305,Africa-Coastal,consortium,2010,10,12,5931.0,9,None,301.7,246.3,39.2,0,25,43,0,31.7,fishing_anchor,1,0.0
2021,CAB0305,Africa-Coastal,consortium,2010,11,12,5931.0,9,None,301.7,262.5,85.9,0,25,44,0,33.3,none,0,1.0
2022,CAB0305,Africa-Coastal,consortium,2010,12,12,5931.0,9,None,301.7,281.5,48.0,0,25,45,0,34.9,fishing_anchor,1,1.0
2023,CAB0305,Africa-Coastal,consortium,2010,13,12,5931.0,9,None,301.7,285.0,45.7,0,25,47,0,36.5,fishing_anchor,1,1.0
2024,CAB0305,Africa-Coastal,consortium,2010,14,12,5931.0,9,None,301.7,301.7,100.0,0,25,49,0,38.1,fishing_anchor,1,0.0
2025,CAB0305,Africa-Coastal,consortium,2010,15,12,5931.0,9,None,301.7,301.7,68.0,0,25,52,0,39.7,none,0,0.0
2026,CAB0305,Africa-Coastal,consortium,2010,16,12,5931.0,9,None,301.7,301.7,100.0,0,25,53,0,41.3,none,0,
2015,CAB0306,Intra-Europe,carrier,2013,2,40,2410.0,6,None,1177.1,467.3,54.7,1,25,41,0,3.2,none,0,0.0
2016,CAB0306,Intra-Europe,carrier,2013,3,40,2410.0,6,None,1177.1,610.0,50.0,1,25,42,0,4.8,none,0,0.0
2017,CAB0306,Intra-Europe,carrier,2013,4,40,2410.0,6,None,1177.1,575.4,75.9,1,25,44,0,6.3,none,0,0.0
2018,CAB0306,Intra-Europe,carrier,2013,5,40,2410.0,6,None,1177.1,690.6,78.3,1,25,45,0,7.9,none,0,0.0
2019,CAB0306,Intra-Europe,carrier,2013,6,40,2410.0,6,None,1177.1,756.7,54.2,1,25,47,0,9.5,none,0,0.0
2020,CAB0306,Intra-Europe,carrier,2013,7,40,2410.0,6,None,1177.1,807.3,52.8,1,25,49,0,11.1,none,0,0.0
2021,CAB0306,Intra-Europe,carrier,2013,8,40,2410.0,6,None,1177.1,929.1,38.9,1,25,49,0,12.7,none,0,0.0
